id,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
tm1075698,Metal Lords,MOVIE,2022,R,97,6.7,19689
ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,TV-MA,61,7.2,3984
tm1120543,The Bubble,MOVIE,2022,R,126,4.7,20080
tm1185367,White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,R,88,5.6,1184
ts256310,Pacific Rim: The Black,SHOW,2021,TV-14,24,7,4796
ts270910,Vikings: Valhalla,SHOW,2022,TV-MA,51,7.1,31330
ts222333,Arcane,SHOW,2021,TV-14,41,9.1,175412
tm1083293,Windfall,MOVIE,2022,R,92,5.7,17218
tm979026,"tick, tick... BOOM!",MOVIE,2021,PG-13,121,7.5,96418
ts301625,Hold Tight,SHOW,2022,TV-MA,47,6.1,1113
ts311987,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,TV-MA,52,5.8,2062
ts215951,Midnight Mass,SHOW,2021,TV-MA,64,7.7,102321
tm856378,Don't Look Up,MOVIE,2021,R,138,7.2,498447
ts307973,Murderville,SHOW,2022,TV-MA,34,6.9,10414
ts240453,Clark,SHOW,2022,TV-MA,61,7.5,1991
ts333834,The Ultimatum: Marry or Move On,SHOW,2022,TV-MA,50,5.4,1440
tm852172,Apollo 10Â½:  A Space Age Childhood,MOVIE,2022,PG-13,98,7.3,4932
ts294338,Hard Cell,SHOW,2022,TV-MA,26,6.1,618
ts256072,The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,TV-MA,26,6.3,38964
ts256710,Archive 81,SHOW,2022,TV-MA,54,7.3,43068
tm413169,Peter Rabbit 2: The Runaway,MOVIE,2021,PG,93,6.2,10714
ts343599,Jimmy Savile: A British Horror Story,SHOW,2022,TV-MA,85,6.7,4711
ts220305,Squid Game,SHOW,2021,TV-MA,54,8,416738
tm1185374,The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,2022,R,101,6.2,2233
tm1064065,Black Crab,MOVIE,2022,,114,5.6,17101
ts343432,Yakamoz S-245,SHOW,2022,TV-MA,48,6.1,3861
tm1137051,Bubble,MOVIE,2022,PG,101,6.5,2468
tm1080083,The Lost Daughter,MOVIE,2021,R,122,6.7,56650
tm1191224,365 Days: This Day,MOVIE,2022,,111,2.5,10739
ts331448,Welcome To Eden,SHOW,2022,TV-MA,41,4.9,973
tm370144,The Mitchells vs. the Machines,MOVIE,2021,PG,113,7.6,100787
tm404856,Red Notice,MOVIE,2021,PG-13,117,6.3,255356
ts281927,Stay Close,SHOW,2021,TV-MA,47,6.9,28669
ts223537,Maid,SHOW,2021,TV-MA,54,8.4,74955
ts340376,The Marked Heart,SHOW,2022,TV-MA,44,6.3,1103
ts346959,Meltdown: Three Mile Island,SHOW,2022,TV-14,44,7,958
ts87242,Shadow and Bone,SHOW,2021,TV-14,52,7.6,77782
ts296046,Lupin,SHOW,2021,TV-MA,46,7.5,100575
tm937814,The Alpinist,MOVIE,2021,PG-13,92,8,7192
tm825714,The Harder They Fall,MOVIE,2021,R,139,6.5,57549
tm1014947,Against the Ice,MOVIE,2022,,102,6.5,18057
ts227473,Brand New Cherry Flavor,SHOW,2021,TV-MA,43,7.1,14449
ts321918,Human Resources,SHOW,2022,TV-MA,27,7.2,4761
ts225855,All of Us Are Dead,SHOW,2022,TV-MA,61,7.5,41393
ts257504,Heirs to the Land,SHOW,2022,TV-MA,54,7,599
tm1142224,The House,MOVIE,2022,R,97,6.8,12270
tm1185360,Return to Space,MOVIE,2022,,128,7.3,3270
tm1165983,The Weekend Away,MOVIE,2022,,91,5.6,20207
ts102086,Behind Her Eyes,SHOW,2021,TV-MA,50,7.2,57514
tm857461,Gangubai Kathiawadi,MOVIE,2022,,157,7,44045
ts330402,Is It Cake?,SHOW,2022,TV-PG,38,5.7,465
tm1120855,Along for the Ride,MOVIE,2022,,106,6,1432
ts329699,The Andy Warhol Diaries,SHOW,2022,TV-MA,66,7.7,1496
tm1019177,The Colony,MOVIE,2021,R,104,5.4,7434
tm1166288,Rescued by Ruby,MOVIE,2022,,93,7.1,6417
ts237722,The Cuphead Show!,SHOW,2022,TV-Y7,15,7.5,5792
tm1166020,The Takedown,MOVIE,2022,,119,5.7,1768
tm1066826,Diana: The Musical,MOVIE,2021,PG-13,117,4.3,1189
ts85985,Cowboy Bebop,SHOW,2021,TV-MA,45,6.6,35427
tm991529,The Hand of God,MOVIE,2021,R,130,7.4,30235
ts343430,The 7 Lives of Lea,SHOW,2022,TV-MA,41,7.5,1196
tm1092864,The Unforgivable,MOVIE,2021,R,112,7.1,101975
tm986168,The Guilty,MOVIE,2021,R,90,6.3,113483
tm983784,Coming Home in the Dark,MOVIE,2021,,93,5.7,4049
tm1150385,The Tinder Swindler,MOVIE,2022,,114,7.2,57606
ts232107,The Silent Sea,SHOW,2021,TV-MA,45,6.9,18548
ts237713,Sweet Tooth,SHOW,2021,TV-14,45,7.8,49182
tm1033470,Till Death,MOVIE,2021,R,89,5.8,19029
ts300391,Clickbait,SHOW,2021,TV-MA,46,7.2,50140
ts94677,Worst Roommate Ever,SHOW,2022,TV-MA,47,8.1,8
ts251675,Hellbound,SHOW,2021,TV-MA,52,6.6,22107
ts234817,In from the Cold,SHOW,2022,TV-MA,49,6.2,6663
tm1185687,Silverton Siege,MOVIE,2022,PG-13,100,6.1,2122
ts286731,Komi Can't Communicate,SHOW,2021,TV-14,24,7.8,4358
ts314164,Tomorrow,SHOW,2022,TV-14,60,7.7,603
tm1111987,Munich: The Edge of War,MOVIE,2022,PG-13,129,6.8,26781
ts279892,Ginny & Georgia,SHOW,2021,TV-14,54,7.4,44573
tm946869,Texas Chainsaw Massacre,MOVIE,2022,R,83,4.8,45810
tm471968,Passing,MOVIE,2021,PG-13,98,6.7,13553
tm1138477,Downfall: The Case Against Boeing,MOVIE,2022,R,89,7.4,9428
ts311985,Inside Job,SHOW,2021,TV-MA,28,7.6,15137
ts250998,Dirty Lines,SHOW,2022,TV-MA,46,7.3,717
ts331681,Trivia Quest,SHOW,2022,TV-G,9,5.6,176
tm1048362,Army of Thieves,MOVIE,2021,R,127,6.4,71036
tm501313,Gunpowder Milkshake,MOVIE,2021,R,114,6,40888
tm1110527,Captain Nova,MOVIE,2021,,86,5.5,960
tm983723,The Sparks Brothers,MOVIE,2021,R,140,7.8,4416
ts225645,The Chair,SHOW,2021,TV-MA,30,7.2,15894
tm1046026,The Trip,MOVIE,2021,,113,6.9,19706
ts289334,Sex/Life,SHOW,2021,TV-MA,48,5.4,19604
ts296472,The Chestnut Man,SHOW,2021,TV-MA,55,7.7,41253
tm1022103,Outlaws,MOVIE,2021,R,125,6.9,3722
tm456513,Army of the Dead,MOVIE,2021,R,148,5.7,166882
ts321513,My Liberation Notes,SHOW,2022,TV-14,62,8.4,276
ts311989,jeen-yuhs,SHOW,2022,TV-MA,93,8.1,7269
ts310057,True Story,SHOW,2021,TV-MA,39,7.5,16927
tm1119272,14 Peaks: Nothing Is Impossible,MOVIE,2021,,101,7.8,22858
ts225657,Halston,SHOW,2021,TV-MA,47,7.5,14040
ts229335,Anxious People,SHOW,2021,TV-MA,29,6.8,3709
tm1038686,Bo Burnham: Inside,MOVIE,2021,R,87,8.7,44074
ts287976,Young Royals,SHOW,2021,TV-MA,45,8.3,26732
tm347095,Oxygen,MOVIE,2021,,100,6.5,36803
tm855839,The Shadow in My Eye,MOVIE,2021,,107,7.3,8270
ts255037,Resident Evil: Infinite Darkness,SHOW,2021,TV-MA,27,5.8,9500
ts312984,Our Blues,SHOW,2022,TV-MA,68,7.7,209
ts95572,The Serpent,SHOW,2021,TV-MA,57,7.6,41782
tm1048678,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,2021,,102,7.9,19
ts287352,Hit & Run,SHOW,2021,TV-MA,49,7.1,8367
tm851128,Bigbug,MOVIE,2022,R,111,5.4,6986
tm1179973,Trust No One: The Hunt for the Crypto King,MOVIE,2022,R,90,6.3,3850
ts273436,Murder Among the Mormons,SHOW,2021,TV-14,53,7,6028
tm1046932,Kate,MOVIE,2021,R,106,6.2,57689
tm861000,Worth,MOVIE,2021,PG-13,118,6.8,12745
ts237972,Katla,SHOW,2021,TV-MA,46,7,13095
ts262246,The Last Bus,SHOW,2022,TV-PG,35,5,500
ts330347,Cracow Monsters,SHOW,2022,TV-MA,52,5.5,1492
ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,TV-MA,42,7,5224
ts302363,Twenty Five Twenty One,SHOW,2022,TV-14,76,8.7,4081
tm859005,Today We Fix the World,MOVIE,2022,,113,6.2,782
tm1002815,Nightbooks,MOVIE,2021,,103,5.7,8278
ts88578,Firefly Lane,SHOW,2021,TV-MA,52,7.4,20300
tm817075,Furioza,MOVIE,2021,,139,6.2,3383
ts308845,The Billion Dollar Code,SHOW,2021,TV-MA,67,8,7313
tm1087461,Last Man Down,MOVIE,2021,R,87,5,10906
tm1188819,Rumspringa - Ein Amish in Berlin,MOVIE,2022,,102,5.3,257
tm1092958,No One Gets Out Alive,MOVIE,2021,R,85,5.3,13913
tm416779,The Woman in the Window,MOVIE,2021,R,102,5.7,70886
tm1000619,Radhe Shyam,MOVIE,2022,,138,6.9,21328
ts330425,The Principles of Pleasure,SHOW,2022,TV-MA,51,4.7,64
tm1187913,Honeymoon With My Mother,MOVIE,2022,,110,5.8,1503
ts282131,Attenborough's Life in Colour,SHOW,2021,TV-PG,51,8.2,3090
tm1141439,Home Team,MOVIE,2022,PG,99,6,16320
tm1185388,The Turning Point,MOVIE,2021,,98,7,9
ts331680,Making Fun,SHOW,2022,TV-PG,41,7,557
ts220553,The Irregulars,SHOW,2021,TV-14,53,5.9,14714
tm1003630,After We Fell,MOVIE,2021,R,99,4.6,12339
ts328194,My Name,SHOW,2021,TV-MA,50,7.8,18446
tm1046627,Hypnotic,MOVIE,2021,,88,5.3,14887
ts307649,Turning Point: 9/11 and the War on Terror,SHOW,2021,TV-14,62,8,8881
tm810504,Yaksha: Ruthless Operations,MOVIE,2022,,125,6.2,2486
tm1046264,The Vault,MOVIE,2021,R,118,6.4,21511
ts296214,How to Become a Tyrant,SHOW,2021,TV-MA,27,7.4,8041
tm1185506,The Taming of the Shrewd,MOVIE,2022,,112,4.6,630
ts283080,Who Killed Sara?,SHOW,2021,TV-MA,41,6.4,12148
ts287438,The Innocent,SHOW,2021,TV-MA,58,7.8,29019
ts219423,Masters of the Universe: Revelation,SHOW,2021,TV-PG,26,5.2,26127
tm992844,The Dig,MOVIE,2021,PG-13,112,7.1,71915
ts108042,Maya and the Three,SHOW,2021,TV-Y7,131,8.1,3597
tm1075215,Aftermath,MOVIE,2021,,114,5.3,15125
ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,2021,TV-MA,47,7.5,23939
ts281062,The Girl from Oslo,SHOW,2021,,31,6.3,2973
ts343427,Samurai Rabbit: The Usagi Chronicles,SHOW,2022,TV-Y7,25,6.6,148
tm1168932,Taylor Tomlinson: Look at You,MOVIE,2022,,60,7.3,1707
tm1003034,The Witcher: Nightmare of the Wolf,MOVIE,2021,,83,7.2,41508
tm813078,Prayers for the Stolen,MOVIE,2021,R,110,7.3,1729
tm1110150,There's Someone Inside Your House,MOVIE,2021,,86,4.8,14421
tm1000147,Zone 414,MOVIE,2021,R,98,4.9,3878
ts271867,Vincenzo,SHOW,2021,,81,8.4,15134
ts272980,The One,SHOW,2021,TV-MA,42,6.6,12367
tm1027081,Blood Red Sky,MOVIE,2021,,121,6.1,44006
tm974195,The Fable: The Killer Who Doesn't Kill,MOVIE,2021,,132,6.8,1282
tm1021871,The Starling,MOVIE,2021,PG-13,102,6.3,11733
ts273229,Feria: The Darkest Light,SHOW,2022,TV-MA,50,5.7,1532
tm1063652,Intrusion,MOVIE,2021,,92,5.3,15464
tm841825,My Little Pony: A New Generation,MOVIE,2021,PG,91,6.8,3468
tm993670,Cosmic Sin,MOVIE,2021,R,88,2.5,12284
ts328605,Midnight at the Pera Palace,SHOW,2022,TV-14,44,7.1,6624
ts314135,VOIR,SHOW,2021,TV-MA,20,6.8,1255
tm1151272,Beast,MOVIE,2022,,162,6.8,19332
tm1005109,Kingdom: Ashin of the North,MOVIE,2021,,92,7.2,4890
ts287559,Jupiter's Legacy,SHOW,2021,TV-MA,45,6.7,37235
tm897466,The Summit of the Gods,MOVIE,2021,PG,95,7.5,4458
tm314863,Vivo,MOVIE,2021,PG,95,6.7,17650
tm841797,The Ice Road,MOVIE,2021,PG-13,103,5.6,37401
tm977704,Robin Robin,MOVIE,2021,G,30,7.2,1533
tm525645,Fear Street: Part One - 1994,MOVIE,2021,,107,6.2,74672
tm1141594,Brazen,MOVIE,2022,,94,4,11224
ts270405,Pretend It's a City,SHOW,2021,TV-14,29,8.1,7096
tm1107225,Through My Window,MOVIE,2022,R,116,5.4,7902
ts271595,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,TV-MA,55,5.9,16799
tm993838,Long Story Short,MOVIE,2021,R,90,6.5,4664
ts290643,Super Crooks,SHOW,2021,TV-MA,30,7.1,1984
ts329700,Life After Death with Tyler Henry,SHOW,2022,TV-MA,43,5.5,522
tm1020820,Night Teeth,MOVIE,2021,,107,5.6,16890
tm999927,A Cop Movie,MOVIE,2021,R,107,7,1626
tm1198745,Marmaduke,MOVIE,2022,,88,3,276
ts314594,Catching Killers,SHOW,2021,TV-MA,40,7.1,2908
tm1093099,Love Hard,MOVIE,2021,,104,6.3,48521
ts315611,Animal,SHOW,2021,TV-PG,45,7.9,857
ts297483,Hometown Cha-Cha-Cha,SHOW,2021,TV-14,78,8.5,9987
tm858869,Stowaway,MOVIE,2021,PG-13,117,5.6,44054
tm833216,Things Heard & Seen,MOVIE,2021,,121,5.3,29915
tm1159163,Fistful of Vengeance,MOVIE,2022,R,94,4.5,5985
tm1096775,Procession,MOVIE,2021,R,118,7.2,1076
ts343251,Green Mothers' Club,SHOW,2022,,69,7.1,38
tm912100,Bruised,MOVIE,2021,R,129,6.1,13968
tm458292,Space Sweepers,MOVIE,2021,R,136,6.5,24659
tm981945,The Last Letter From Your Lover,MOVIE,2021,,110,6.6,16302
tm465421,The Pirates: The Last Royal Treasure,MOVIE,2022,,126,6,2882
ts1475,Chosen,SHOW,2022,TV-MA,44,4.3,1111
tm1108321,Dave Chappelle: The Closer,MOVIE,2021,,72,8,24903
ts297846,An astrological guide for broken hearts,SHOW,2021,TV-14,34,7.1,2827
ts288087,Sophie: A Murder in West Cork,SHOW,2021,TV-14,55,6.8,5093
tm992260,Yes Day,MOVIE,2021,PG,86,5.7,23141
ts329885,Standing Up,SHOW,2022,TV-MA,46,6.2,133
ts296563,Who Rules The World,SHOW,2022,TV-PG,44,9.2,81
ts306203,Monsters Inside: The 24 Faces of Billy Milligan,SHOW,2021,,61,6.2,3038
ts304053,Countdown: Inspiration4 Mission to Space,SHOW,2021,TV-14,50,7.9,1642
ts253813,GlÃ³ria,SHOW,2021,TV-MA,44,8,3941
ts284702,This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,TV-MA,53,6.5,4246
tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,2021,PG-13,92,6.9,5674
tm1131382,Jim Gaffigan: Comedy Monster,MOVIE,2021,,70,6.8,1549
tm1108648,The Wasteland,MOVIE,2022,,91,4.6,3782
tm824160,Fear Street: Part Two - 1978,MOVIE,2021,,109,6.7,58277
tm459789,The Lovebirds,MOVIE,2021,R,87,6,25460
tm919880,Final Account,MOVIE,2021,PG-13,94,7.1,950
ts299865,Heist,SHOW,2021,TV-MA,43,6.8,1698
ts269676,History of Swear Words,SHOW,2021,TV-MA,21,6.4,4776
ts104499,Trese,SHOW,2021,TV-MA,29,7,3701
ts288744,The Sound of Magic,SHOW,2022,TV-14,69,8,982
tm1038344,Awake,MOVIE,2021,R,96,4.8,20828
tm863351,The God Committee,MOVIE,2021,,98,5.8,3761
tm976166,Malcolm & Marie,MOVIE,2021,R,106,6.6,35760
tm949309,The White Tiger,MOVIE,2021,R,125,7.1,58190
tm1018890,Seaspiracy,MOVIE,2021,,80,8.1,29604
ts319303,He's Expecting,SHOW,2022,TV-PG,26,1.6,2735
tm1064228,Fatherhood,MOVIE,2021,PG-13,109,6.6,34661
ts314742,He-Man and the Masters of the Universe,SHOW,2021,TV-Y7,26,5.8,1618
tm1018427,Moxie,MOVIE,2021,PG-13,111,6.7,24003
tm855075,Rurouni Kenshin: The Beginning,MOVIE,2021,R,138,7.4,7958
tm1104532,Britney vs. Spears,MOVIE,2021,,93,6.4,6612
tm1165219,Ali Wong: Don Wong,MOVIE,2022,R,59,6.5,1828
ts272463,Colin in Black & White,SHOW,2021,TV-14,32,5.4,7021
ts286317,The Sons of Sam: A Descent Into Darkness,SHOW,2021,TV-MA,60,7,8124
tm1020851,Back to the Outback,MOVIE,2021,PG,95,6.5,7328
ts320426,Crime Scene: The Times Square Killer,SHOW,2021,TV-MA,49,6.5,3355
tm1138870,Badhaai Do,MOVIE,2022,,147,7.3,15032
tm1158704,Tyler Perry's A Madea Homecoming,MOVIE,2022,R,105,5.6,3447
ts296825,Gone for Good,SHOW,2021,TV-MA,49,6.3,3863
ts256311,High-Rise Invasion,SHOW,2021,TV-MA,25,6.6,2575
ts269881,Record of Ragnarok,SHOW,2021,TV-MA,24,6.2,4647
tm1182144,Dancing on Glass,MOVIE,2022,,137,5.5,585
tm1146393,All Hail,MOVIE,2022,,118,5.6,2840
tm1038327,Beckett,MOVIE,2021,R,109,5.6,25253
tm1080252,7 Prisoners,MOVIE,2021,R,93,7.1,6444
ts287294,"Money, Explained",SHOW,2021,TV-14,23,6.9,2143
tm473502,83,MOVIE,2021,,163,7.4,23781
ts312071,The Way of the Househusband,SHOW,2021,TV-MA,17,7.3,3724
ts271888,Fate: The Winx Saga,SHOW,2021,TV-MA,50,6.8,37995
ts250092,Shaman King,SHOW,2021,TV-PG,23,7,1480
tm1073510,SAS: Red Notice,MOVIE,2021,R,124,5.2,17719
ts302312,Jaguar,SHOW,2021,TV-MA,43,5.7,1718
tm1025493,Dasvi,MOVIE,2022,,125,8,13140
ts287328,Yasuke,SHOW,2021,TV-MA,29,6.2,4999
ts317422,Saturday Morning All Star Hits!,SHOW,2021,TV-14,23,7.6,846
tm1087160,Fever Dream,MOVIE,2021,R,93,5.4,1682
tm1038363,America: The Motion Picture,MOVIE,2021,R,98,5.6,6165
tm879685,The Perfect Family,MOVIE,2021,,110,6.2,46
tm1107063,Love and Leashes,MOVIE,2022,R,118,6.3,3820
tm1082974,Count Me In,MOVIE,2021,,81,6.8,1654
tm1167440,My Best Friend Anne Frank,MOVIE,2021,PG-13,103,6.2,3731
ts260477,Post Mortem: No One Dies in Skarnes,SHOW,2021,TV-MA,45,7.1,3229
ts265991,The Cook of Castamar,SHOW,2021,TV-MA,54,7.4,3637
ts304468,Thirty-Nine,SHOW,2022,TV-MA,73,7.9,150
tm922429,The Block Island Sound,MOVIE,2021,,103,5.3,7558
ts315041,Bulgasal: Immortal Souls,SHOW,2021,TV-MA,71,7.4,1897
ts291718,Pretty Smart,SHOW,2021,TV-14,24,5.7,4209
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,2021,PG-13,90,7.7,711
ts300456,My Unorthodox Life,SHOW,2021,TV-MA,40,5.5,1170
ts307925,On the Verge,SHOW,2021,TV-MA,32,6.5,2841
tm898614,Sweet Girl,MOVIE,2021,R,110,5.5,30580
tm1164962,Restless,MOVIE,2022,R,95,5.8,3704
tm858000,Rurouni Kenshin: The Final,MOVIE,2021,PG-13,138,7.2,8367
ts280892,"Devotion, a Story of Love and Desire",SHOW,2022,TV-MA,40,6.4,1262
tm1183542,Mishan Impossible,MOVIE,2022,,129,6.7,321
ts273485,Baki Hanma,SHOW,2021,TV-MA,24,6.6,1483
tm1042481,Riverdance: The Animated Adventure,MOVIE,2021,,86,5.5,1700
ts268102,Juvenile Justice,SHOW,2022,TV-MA,61,8,2163
ts282133,City of Ghosts,SHOW,2021,TV-Y7,19,6.1,10
ts273100,DOTA: Dragon's Blood,SHOW,2021,TV-MA,26,7.8,17429
ts271604,Blue Period,SHOW,2021,TV-14,25,7.7,1712
ts313781,The Club,SHOW,2021,TV-14,47,7.9,7810
ts311791,The Raincoat Killer: Chasing a Predator in Korea,SHOW,2021,TV-MA,48,6.4,1864
ts305264,School of Chocolate,SHOW,2021,TV-PG,38,7.6,1572
tm1177856,Without Saying Goodbye,MOVIE,2022,,96,5.7,2125
tm673809,Schumacher,MOVIE,2021,,112,7.4,21558
tm434625,Wish Dragon,MOVIE,2021,PG,99,7.2,24712
ts222864,Falling Into Your Smile,SHOW,2021,TV-14,44,8.4,2019
tm999817,Green Snake,MOVIE,2021,,131,6.8,2181
tm1045741,Blue Miracle,MOVIE,2021,,95,6.6,6432
ts255486,Godzilla Singular Point,SHOW,2021,TV-14,24,6.5,1612
ts215989,Snabba Cash,SHOW,2021,TV-MA,43,7.6,8176
tm1132176,Jimmy Carr: His Dark Material,MOVIE,2021,,59,7.1,4274
ts299874,Cocaine Cowboys: The Kings of Miami,SHOW,2021,TV-MA,53,7.1,2624
ts257345,Wild Abandon,SHOW,2022,TV-MA,51,7.2,3634
tm1038369,Good on Paper,MOVIE,2021,R,92,5.6,11401
tm1141923,The Royal Treatment,MOVIE,2022,,96,5.2,8127
tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,2021,,97,3.9,3436
ts287722,The Upshaws,SHOW,2021,TV-14,30,6.8,2296
tm1052498,Aileen Wuornos: American Boogeywoman,MOVIE,2021,R,85,3.6,1349
tm1150872,Aziz Ansari: Nightclub Comedian,MOVIE,2022,R,29,7,1964
ts270798,Love (ft. Marriage and Divorce),SHOW,2021,TV-PG,69,6.6,433
tm1003353,Operation Varsity Blues: The College Admissions Scandal,MOVIE,2021,R,100,6.9,7993
tm881587,"Vengeance Is Mine, All Others Pay Cash",MOVIE,2021,,114,7.1,464
ts320302,Neymar: The Perfect Chaos,SHOW,2022,TV-MA,55,6.6,2907
ts288005,"Nevertheless,",SHOW,2021,,69,7.2,4485
tm1110389,Single All the Way,MOVIE,2021,,99,6.1,14862
tm1003261,Nate Bargatze: The Greatest Average American,MOVIE,2021,,60,7.3,1295
ts246178,Eden,SHOW,2021,TV-PG,25,6.6,1111
tm1086874,Minnal Murali,MOVIE,2021,,158,8.1,24681
ts246073,Tribes of Europa,SHOW,2021,TV-MA,47,6.7,11794
tm863823,Finding 'Ohana,MOVIE,2021,PG,123,6.1,9819
ts192196,Q-Force,SHOW,2021,TV-MA,23,6.4,4963
tm860261,To All the Boys: Always and Forever,MOVIE,2021,PG-13,115,6.3,24232
ts308838,Bad Sport,SHOW,2021,TV-MA,65,7.3,1912
ts216407,Age of Samurai: Battle for Japan,SHOW,2021,TV-MA,43,7.4,4022
tm1028298,He's All That,MOVIE,2021,R,91,4.3,23474
ts271025,Bling Empire,SHOW,2021,TV-MA,39,5.8,2608
tm983668,Misha and the Wolves,MOVIE,2021,PG-13,90,6.7,2303
ts29800,Surviving Death,SHOW,2021,TV-MA,54,6.1,1991
tm1120509,Never Back Down: Revolt,MOVIE,2021,R,89,3.9,482
ts317522,Dig Deeper: The Disappearance of Birgit Meier,SHOW,2021,,59,7.3,1622
ts317078,The Journalist,SHOW,2022,TV-14,51,7,542
tm166973,Mixtape,MOVIE,2021,,94,6.6,3000
tm1082314,Untold: Malice at the Palace,MOVIE,2021,R,69,7.5,7532
ts305263,Baking Impossible,SHOW,2021,TV-PG,49,7,1004
tm1134006,Death to 2021,MOVIE,2021,,60,6.3,14315
ts271321,Beyond Evil,SHOW,2021,TV-MA,66,8.1,2776
tm1174920,Jeff Foxworthy: The Good Old Days,MOVIE,2022,,60,6.1,374
tm1131061,Hilda and the Mountain King,MOVIE,2021,,84,7.7,2146
tm1162608,40 Years Young,MOVIE,2022,,81,4.2,215
tm1120902,The Privilege,MOVIE,2022,,107,4.6,3900
tm1093287,The River Runner,MOVIE,2021,,86,6.9,1572
tm1144897,My Father's Violin,MOVIE,2022,,112,6.4,3049
tm863919,Extinct,MOVIE,2021,,85,5.4,2393
tm1087932,Prey,MOVIE,2021,,87,4.3,7084
ts220196,Centaurworld,SHOW,2021,TV-Y7,29,7.6,1939
tm1084966,Django & Django,MOVIE,2021,,80,6.9,873
tm1074764,Shiny_Flakes: The Teenage Drug Lord,MOVIE,2021,,96,7.3,4529
ts240807,Power Rangers Dino Fury,SHOW,2021,TV-Y7,21,7,479
ts289620,House of Secrets: The Burari Deaths,SHOW,2021,TV-MA,45,7.4,9504
tm1106212,Photocopier,MOVIE,2021,,130,6.8,2815
ts301999,Open Your Eyes,SHOW,2021,TV-MA,47,6.5,1413
ts319333,Tiger King: The Doc Antle Story,SHOW,2021,TV-MA,42,6.2,1330
ts313668,Tear Along the Dotted Line,SHOW,2021,TV-14,19,8.7,7595
tm888243,Pray Away,MOVIE,2021,PG-13,101,6.5,2714
ts283610,Feels Like Ishq,SHOW,2021,TV-MA,42,6.4,1514
tm1049155,Bordertown: The Mural Murders,MOVIE,2021,,107,6.2,2074
ts306510,Octonauts: Above & Beyond,SHOW,2021,TV-Y,25,7.4,66
ts271517,The Crew,SHOW,2021,TV-14,29,6.5,5396
ts306322,The Unlikely Murderer,SHOW,2021,TV-MA,46,7,3954
tm675820,A Boy Called Christmas,MOVIE,2021,PG,106,6.7,20838
tm1150256,Tall Girl 2,MOVIE,2022,,97,4.7,3916
tm1087956,Afterlife of the Party,MOVIE,2021,,109,5.7,8223
ts341760,Byron Baes,SHOW,2022,TV-MA,45,2.6,445
ts302714,The Kingdom,SHOW,2021,TV-MA,47,6.5,1319
ts271593,Spycraft,SHOW,2021,TV-MA,34,6.7,1976
ts310376,"Sex, Love & Goop",SHOW,2021,TV-MA,35,4.8,713
ts280693,Thomas & Friends: All Engines Go!,SHOW,2021,TV-Y,11,1.7,509
ts293814,Sparking Joy with Marie Kondo,SHOW,2021,TV-PG,20,6.2,341
ts296129,Elite Short Stories: GuzmÃ¡n Caye Rebe,SHOW,2021,TV-MA,12,7.4,2254
ts320557,Elite Short Stories: Patrick,SHOW,2021,TV-MA,12,6.1,671
tm984204,The Seventh Day,MOVIE,2021,R,87,4.5,4248
ts301196,Top Secret UFO Projects: Declassified,SHOW,2021,TV-PG,43,5.5,1371
tm1020073,Thunder Force,MOVIE,2021,PG-13,107,4.4,40788
tm1127479,Cobalt Blue,MOVIE,2022,,112,6.7,952
ts320502,Getting Curious with Jonathan Van Ness,SHOW,2022,TV-MA,26,7,494
ts317297,The Orbital Children,SHOW,2022,TV-14,32,6.4,497
ts223450,Move to Heaven,SHOW,2021,TV-MA,52,8.6,5307
ts255779,Gabby's Dollhouse,SHOW,2021,TV-Y,23,7.2,344
ts287045,Fatma,SHOW,2021,TV-MA,42,7.4,8185
ts320183,Singleâ€™s Inferno,SHOW,2021,TV-PG,64,7.2,1460
tm1003725,A Castle for Christmas,MOVIE,2021,,98,5.5,11727
tm983270,Outside the Wire,MOVIE,2021,R,116,5.4,41562
tm319224,The Loud House Movie,MOVIE,2021,G,83,6.2,1893
ts301914,Inspector Koo,SHOW,2021,TV-14,69,6.9,534
ts283676,Last Chance U: Basketball,SHOW,2021,TV-MA,60,8.3,2429
ts272669,Waffles + Mochi,SHOW,2021,TV-Y,30,7.5,463
ts268835,Sisyphus,SHOW,2021,,71,7,3688
ts317612,Love is Blind: Japan,SHOW,2022,TV-PG,57,7.1,394
ts308511,Back to 15,SHOW,2022,TV-14,39,6.6,574
tm1166015,The Invisible Thread,MOVIE,2022,,109,6.6,1432
ts188861,Battle Kitty,SHOW,2022,TV-Y7,32,7.4,60
ts308689,Misfit: The Series,SHOW,2021,,24,7.2,72
