id,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
ts20014,Sailor Moon Crystal,SHOW,2014,TV-14,24,7.8,2115
tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,6.3,100637
ts35570,Lovesick,SHOW,2014,TV-MA,24,8.1,19259
ts32271,Shtisel,SHOW,2013,TV-14,48,8.6,6958
ts4213,The Chase,SHOW,2013,TV-PG,44,7.5,886
tm161282,Penguins of Madagascar,MOVIE,2014,PG,92,6.6,88708
tm184608,Texas Chainsaw 3D,MOVIE,2013,R,92,4.8,49312
ts20917,The Night Shift,SHOW,2014,TV-14,42,7.5,12069
ts35282,The Next Step,SHOW,2013,TV-G,24,5.9,1928
tm161029,Mr. Peabody & Sherman,MOVIE,2014,PG,92,6.8,68790
tm143474,Vampire Academy,MOVIE,2014,PG-13,104,5.4,54190
tm140342,"I, Frankenstein",MOVIE,2014,PG-13,92,5.1,80733
tm141648,Seventh Son,MOVIE,2014,PG-13,120,5.5,76395
ts20336,Velvet,SHOW,2014,TV-14,57,8.1,6018
ts36836,Zach Stone Is Gonna Be Famous,SHOW,2013,TV-PG,20,8.3,3616
tm142856,Sabotage,MOVIE,2014,R,109,5.7,63007
ts22426,The Irregular at Magic High School,SHOW,2014,TV-14,24,7.1,3273
tm181081,The Railway Man,MOVIE,2013,R,116,7.1,39743
ts42168,Resurrection: Ertugrul,SHOW,2014,TV-14,57,7.9,35515
ts98110,Dreamworks How to Train Your Dragon Legends,SHOW,2013,,17,7.3,264
tm178211,Life of Crime,MOVIE,2013,R,94,5.8,18793
tm144121,Get on Up,MOVIE,2014,PG-13,139,6.9,24456
ts22383,Rabbids Invasion,SHOW,2013,TV-Y7,10,5.5,1802
tm151447,The November Man,MOVIE,2014,R,108,6.3,67243
ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,6.4,620
tm154797,The Nut Job,MOVIE,2014,PG,85,5.7,28295
ts20310,Girlfriends' Guide to Divorce,SHOW,2014,TV-14,42,6.9,4523
tm159796,Brick Mansions,MOVIE,2014,PG-13,90,5.6,42137
tm181533,The Big Wedding,MOVIE,2013,R,90,5.6,49549
ts35244,Tiny House Nation,SHOW,2014,TV-PG,43,7.1,1126
ts82979,Talking Tom and Friends,SHOW,2014,TV-G,11,6.1,411
tm148976,The Battered Bastards of Baseball,MOVIE,2014,R,80,8,3953
tm143642,Who Am I,MOVIE,2014,,105,7.5,55044
ts10206,Ever After High,SHOW,2013,TV-Y7,30,7.7,1130
ts20709,Yowamushi Pedal,SHOW,2013,TV-14,24,7.7,808
ts32060,Sam & Cat,SHOW,2013,TV-G,24,5.6,9507
tm162271,Bo Burnham: What.,MOVIE,2013,,60,8.3,11488
tm166628,The Smurfs 2,MOVIE,2013,PG,105,5.3,41571
tm171228,Metallica: Through the Never,MOVIE,2013,R,93,7.1,17433
tm136601,Walk of Shame,MOVIE,2014,R,95,6,54065
tm143757,Search Party,MOVIE,2014,R,93,5.6,7789
tm143372,Stand by Me Doraemon,MOVIE,2014,G,90,7.3,7812
tm71148,Thanks for Sharing,MOVIE,2013,R,112,6.4,28204
tm161562,Copenhagen,MOVIE,2014,,98,7.1,13135
tm151716,Cowspiracy: The Sustainability Secret,MOVIE,2014,,90,8.2,24845
ts22445,The Heirs,SHOW,2013,,59,7.5,10329
tm180599,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,R,101,5.2,17170
ts20790,Young & Hungry,SHOW,2014,TV-14,21,7.3,15627
tm171965,Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,,75,8,3284
tm185208,Elena,MOVIE,2013,PG-13,82,7.6,1823
ts20883,"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,23,5.1,2551
tm167944,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,7.8,9942
tm149038,Bill Burr: I'm Sorry You Feel That Way,MOVIE,2014,,80,8.3,7954
ts33590,The Haunted Hathaways,SHOW,2013,TV-G,24,5,2471
tm159362,A Haunted House 2,MOVIE,2014,R,86,4.6,21514
ts21368,Black Money Love,SHOW,2014,TV-MA,90,7.4,5975
ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,6.2,800
tm172710,We Steal Secrets: The Story of WikiLeaks,MOVIE,2013,R,162,6.9,7873
tm157085,Effie Gray,MOVIE,2014,PG-13,85,6,5482
tm174289,Free Birds,MOVIE,2013,PG,91,5.8,23917
tm187390,The Square,MOVIE,2013,,88,8.1,8949
tm171929,The Short Game,MOVIE,2013,PG,100,7.3,1518
tm147913,PK,MOVIE,2014,PG-13,153,8.2,178012
tm170919,Underdogs,MOVIE,2013,PG,106,6.5,9535
tm180643,Jinxed,MOVIE,2013,G,70,6.4,1444
ts34066,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,6.7,3924
tm152843,Swearnet: The Movie,MOVIE,2014,R,112,6.1,2652
tm152273,Tiger & Bunny: The Rising,MOVIE,2014,,101,6.8,265
tm2269,Selfie,MOVIE,2014,,123,6,1671
tm138431,Virunga,MOVIE,2014,,90,8.2,11403
tm152904,Tom Segura: Completely Normal,MOVIE,2014,,74,7.7,2570
tm35895,Buddies,MOVIE,2013,,94,6.6,1076
tm176481,Chennai Express,MOVIE,2013,PG-13,141,6.1,53293
ts53641,Lalaloopsy,SHOW,2013,TV-Y,23,6.4,104
ts37187,Senora Acero,SHOW,2014,TV-MA,43,6.8,375
tm199408,Monty Python: The Meaning of Live,MOVIE,2014,,96,7.6,574
ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,4.8,635
ts75104,Zbrodnia,SHOW,2014,TV-MA,45,6.2,660
tm144021,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,,22,6.5,1305
ts521,Black Ink Crew New York,SHOW,2013,TV-14,41,4.6,459
ts33840,Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,7.3,1152
tm168685,The Berlin File,MOVIE,2013,,120,6.6,7103
tm182275,Omar,MOVIE,2013,,96,7.5,14230
ts88394,Moving Art,SHOW,2014,,28,8.6,442
ts58010,VeggieTales in the House,SHOW,2014,TV-G,18,4.3,300
tm182969,Dabbe: The Possession,MOVIE,2013,,120,6.8,5635
tm148910,Haider,MOVIE,2014,PG-13,150,8.1,54001
tm143363,2 States,MOVIE,2014,PG,149,6.9,25344
ts83239,Booba,SHOW,2014,,4,7,390
ts16117,20 Minutes,SHOW,2013,TV-MA,45,7.3,1681
tm158671,A Fairly Odd Summer,MOVIE,2014,G,68,4,533
tm165504,Blind Detective,MOVIE,2013,,130,6.4,3255
tm148662,The Boss: Anatomy of a Crime,MOVIE,2014,,98,7.3,2105
ts154625,DÃ©rapages,SHOW,2014,,53,7.9,14
ts76743,Dokidoki! PreCure,SHOW,2013,TV-G,23,6.3,188
tm158980,Khoobsurat,MOVIE,2014,PG,130,6.5,8330
tm148597,Monty Python: Live (Mostly),MOVIE,2014,R,138,7.6,2598
tm145791,Miss Granny,MOVIE,2014,,124,7.2,3433
tm155291,Highway,MOVIE,2014,PG-13,133,7.6,28370
tm156811,Queen,MOVIE,2014,PG-13,146,8.2,64805
tm150033,Expelled from Paradise,MOVIE,2014,,104,6.7,1696
ts75833,Masha's Spooky Stories,SHOW,2014,TV-Y,5,6.1,65
ts3799,All Hail King Julien,SHOW,2014,TV-Y7,23,7,2008
ts35628,Some Assembly Required,SHOW,2014,TV-G,25,8.5,22
ts20781,Incomplete Life,SHOW,2014,TV-14,73,8.6,1883
tm151210,Jim Gaffigan: Obsessed,MOVIE,2014,,70,7.6,2226
tm149578,Mission Blue,MOVIE,2014,PG,94,7.9,1950
tm186054,ABCD,MOVIE,2013,PG-13,136,6.3,6898
tm235553,Pedal the World,MOVIE,2014,,84,5,1057
tm147518,City of God: 10 Years Later,MOVIE,2013,PG,69,6.4,1299
tm183706,Birth Reborn,MOVIE,2013,,91,7.8,249
tm178513,Bombay Talkies,MOVIE,2013,PG-13,127,6.6,5372
tm182322,Kai Po Che!,MOVIE,2013,,126,7.8,36512
tm236725,My Beautiful Broken Brain,MOVIE,2014,,84,7.1,2257
tm153055,Mitt,MOVIE,2014,,93,6.9,2579
tm142630,Ragini MMS 2,MOVIE,2014,PG-13,120,3.9,2870
tm185797,Fukrey,MOVIE,2013,PG-13,137,6.9,11656
tm154729,Dedh Ishqiya,MOVIE,2014,R,152,7,7179
tm148457,Hasee Toh Phasee,MOVIE,2014,PG-13,141,6.8,14916
tm145627,Pizza,MOVIE,2014,,107,6.2,1285
tm158302,Ankhon Dekhi,MOVIE,2014,,104,8,11330
ts121189,"Raja, Rasoi Aur Anya Kahaniyaan",SHOW,2014,,29,9,327
tm186161,Boss,MOVIE,2013,PG-13,143,5.3,11059
ts34074,"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,7.6,1803
tm209037,Tea Time,MOVIE,2014,,70,7.6,480
tm348393,When Love Happens,MOVIE,2014,,109,4.8,128
tm151927,Mary Kom,MOVIE,2014,PG-13,122,6.9,10656
ts122290,Dharmakshetra,SHOW,2014,TV-14,44,8.2,247
tm169669,Four Sisters and a Wedding,MOVIE,2013,,126,7.2,789
tm175812,Special 26,MOVIE,2013,,144,8,55489
tm181550,Once Upon a Time in Mumbai Dobaara!,MOVIE,2013,,160,4.6,7127
tm228574,Swearnet Live,MOVIE,2014,,75,5.4,519
tm149914,Jim Jefferies: Bare,MOVIE,2014,R,76,8,5407
tm145216,Dabbe 5: Zehr-i Cin,MOVIE,2014,R,132,6,3708
tm149747,The Perfect Dictatorship,MOVIE,2014,,143,7.2,5370
tm140911,Imperial Dreams,MOVIE,2014,,87,6.7,4452
tm158692,Liar's Dice,MOVIE,2013,,104,6.8,1069
tm587320,El Mago Pop,MOVIE,2013,,44,6.8,21
tm160034,Humpty Sharma Ki Dulhania,MOVIE,2014,PG,133,6,12757
tm158436,Print the Legend,MOVIE,2014,,100,7,1967
tm172027,The Butterfly's Dream,MOVIE,2013,PG-13,138,7.8,21882
tm146657,Jeff Dunham: All Over the Map,MOVIE,2014,PG-13,41,7.1,854
ts82860,Against the Tide,SHOW,2014,TV-14,44,7.6,11
tm159819,Bride for Rent,MOVIE,2014,,115,6.4,584
tm183805,Ghanchakkar,MOVIE,2013,PG,137,5.8,5019
tm175954,Aziz Ansari: Buried Alive,MOVIE,2013,,79,7.2,3980
tm182227,Marc Maron: Thinky Pain,MOVIE,2013,,90,7.3,1876
tm159094,Naan Sigappu Manithan,MOVIE,2014,,161,6.5,1081
ts36127,Turbo FAST,SHOW,2013,TV-PG,19,6.5,593
tm157609,Born in Gaza,MOVIE,2014,,69,7.4,492
tm179328,Romantik Komedi 2: BekarlÄ±ÄŸa Veda,MOVIE,2013,,105,5.1,3357
tm151860,Free to Play,MOVIE,2014,,75,7.9,13308
tm139922,"The Other One: The Long, Strange Trip of Bob Weir",MOVIE,2014,,85,7.3,1649
tm184511,Inkaar,MOVIE,2013,R,133,6.2,2565
ts67797,Sammy & Co,SHOW,2014,TV-PG,14,5.6,30
tm157461,Coming Soon,MOVIE,2014,PG,134,7.5,33714
tm178992,The Midas Touch,MOVIE,2013,,99,5,183
tm144541,Refugiado,MOVIE,2014,R,95,6.4,365
tm215339,Ralphie May: Imperfectly Yours,MOVIE,2013,,69,5.4,150
tm177645,Wedding Association,MOVIE,2013,PG-13,106,7.1,22186
tm200926,Heritages,MOVIE,2014,,96,7.3,130
tm181092,Race 2,MOVIE,2013,,150,5.3,16302
tm183002,Madras Cafe,MOVIE,2013,PG-13,130,7.7,24319
tm144557,Deliha,MOVIE,2014,PG-13,107,4.5,4315
tm205684,Confusion Na Wa,MOVIE,2013,,105,7,38
tm167107,Saheb Biwi Aur Gangster Returns,MOVIE,2013,,142,6.7,3978
tm143299,Ungli,MOVIE,2014,PG-13,114,5.8,3888
tm175753,Chashme Baddoor,MOVIE,2013,,120,5.4,5121
tm185736,SampleThis,MOVIE,2013,,85,6.4,466
tm460055,The War Against Women,MOVIE,2013,,62,7.3,74
tm182580,Ghadi,MOVIE,2013,PG-13,100,7.3,1128
tm157681,Eyes of a Thief,MOVIE,2014,,98,6.6,443
tm197423,01-Oct,MOVIE,2014,PG-13,149,6.4,424
tm162259,Mars at Sunrise,MOVIE,2014,,75,7.8,43
tm167342,Satyagraha,MOVIE,2013,PG,152,5.9,5127
tm169054,Bhaji in Problem,MOVIE,2013,,130,7.3,1007
tm169294,Pagpag: Nine Lives,MOVIE,2013,,105,5.5,313
tm178234,Blind Intersections,MOVIE,2013,,87,6.7,172
tm155014,Trailer Park Boys: Live at the North Pole,MOVIE,2014,,88,6.7,1091
tm188290,Must Be... Love,MOVIE,2013,,100,6.4,522
tm187505,She's The One,MOVIE,2013,,110,6.3,205
tm155051,Trailer Park Boys - Live in F**kin' Dublin,MOVIE,2014,,81,6.2,1548
tm183654,SDU: Sex Duties Unit,MOVIE,2013,,94,5.9,479
tm176900,Theeya Velai Seiyyanum Kumaru,MOVIE,2013,,125,5.1,28
tm179248,Settai,MOVIE,2013,,136,4.5,515
tm158546,Raja Natwarlal,MOVIE,2014,PG,141,6.1,4280
tm250364,Chhota Bheem in the Incan Adventure,MOVIE,2013,G,64,7.4,31
tm157062,Anjaan,MOVIE,2014,,170,5.3,5018
tm144451,Cold Harbour,MOVIE,2014,,93,5.2,211
tm171891,Himmatwala,MOVIE,2013,,150,1.7,8550
tm242276,Na Bangaaru Talli,MOVIE,2014,,116,7.2,160
tm187118,What the Fish,MOVIE,2013,PG-13,98,5.2,210
tm202914,My Own Man,MOVIE,2014,,82,6.4,445
tm159296,One by Two,MOVIE,2014,,139,3.9,745
tm186408,The Land of Cards,MOVIE,2013,,110,5.6,407
tm156397,Starting Over Again,MOVIE,2014,,130,8.3,15
tm166723,It Takes a Man and a Woman,MOVIE,2013,,120,6.7,362
tm155507,Chelsea Handler: Uganda Be Kidding Me Live,MOVIE,2014,,71,5.8,1165
tm159701,Wyatt Cenac: Brooklyn,MOVIE,2014,,67,6.3,228
tm323262,Seven Souls in the Skull Castle,MOVIE,2013,,179,7.3,47
ts20238,Boss & Me,SHOW,2014,TV-PG,45,7.3,424
tm149541,D.L. Hughley: Clear,MOVIE,2014,,59,6.9,249
tm181051,Giraffada,MOVIE,2014,,85,6.3,234
tm146144,Bobby Jasoos,MOVIE,2014,,121,5.5,2310
tm681614,Grandmother's Farm,MOVIE,2013,,71,2.9,74
tm147908,Anaamika,MOVIE,2014,PG,124,5.5,260
tm150962,Mumbai Delhi Mumbai,MOVIE,2014,PG,120,5.7,354
tm577690,A Place in the Stars,MOVIE,2014,,112,6.2,19
tm136036,That Thing Called Tadhana,MOVIE,2014,,110,7.4,1050
tm177224,Gori Tere Pyaar Mein,MOVIE,2013,,150,4.9,3838
tm142852,She's Dating the Gangster,MOVIE,2014,,105,7,1079
tm180738,Deewana Main Deewana,MOVIE,2013,,107,2.6,374
ts32752,Two Fathers,SHOW,2013,TV-14,44,8,54
tm188108,Sommore: Chandelier Status,MOVIE,2013,,75,6.6,95
tm147405,E-Team,MOVIE,2014,,88,7.1,873
tm157286,The Royal Bengal Tiger,MOVIE,2014,,107,6.9,874
tm250247,Chhota Bheem & Krishna vs Zimbara,MOVIE,2013,G,64,8.6,13
tm157783,Gollu Aur Pappu,MOVIE,2014,G,112,3.8,118
ts107543,Mystic Whispers,SHOW,2014,TV-14,26,6.9,17
tm145658,The Amazing Praybeyt Benjamin,MOVIE,2014,,105,4,195
tm610571,Diamonds in the Sky,MOVIE,2014,,132,7.4,10
tm528044,Chhota Bheem Neeli Pahaadi,MOVIE,2013,G,63,8.5,9
tm176553,Doctor Bello,MOVIE,2013,,95,4.8,54
tm175364,Chhota Bheem Aur Hanuman,MOVIE,2013,G,67,7.1,33
tm529733,Chhota Bheem and the ShiNobi Secret,MOVIE,2013,G,63,8.6,6
tm138280,Sigaram Thodu,MOVIE,2014,,147,6.1,458
ts261583,Ojo's in d' House,SHOW,2013,,24,6.1,11
tm175577,Flower Girl,MOVIE,2013,,94,6,108
tm481846,Chhota Bheem Dus pe Dus,MOVIE,2014,G,62,5.1,23
tm528043,Chhota Bheem the Crown of Valhalla,MOVIE,2013,,64,8.1,14
ts8,Better Call Saul,SHOW,2015,TV-MA,49,8.8,404920
ts36577,The Last Kingdom,SHOW,2015,TV-MA,55,8.5,126473
ts38796,Stranger Things,SHOW,2016,TV-14,52,8.7,989090
ts21867,Schitt's Creek,SHOW,2015,TV-14,22,8.5,112537
ts37143,Alone,SHOW,2015,TV-MA,48,8.4,4622
ts35251,Grace and Frankie,SHOW,2015,TV-MA,30,8.2,48435
ts41766,The Good Place,SHOW,2016,TV-14,23,8.2,148562
ts36885,Ash vs Evil Dead,SHOW,2015,TV-MA,30,8.4,70087
ts37539,One-Punch Man,SHOW,2015,TV-PG,24,8.7,148386
ts37490,Chicago Med,SHOW,2015,TV-14,41,7.6,24142
ts41961,Queen of the South,SHOW,2016,TV-MA,42,7.9,28537
ts42069,The Crown,SHOW,2016,TV-MA,56,8.7,190878
ts37866,Call My Agent!,SHOW,2015,TV-MA,55,8.3,13331
tm232579,Hunt for the Wilderpeople,MOVIE,2016,PG-13,101,7.8,125720
tm243100,Hell or High Water,MOVIE,2016,R,102,7.6,224900
ts38304,Servant of the People,SHOW,2015,TV-MA,29,7.3,2706
ts36952,Documentary Now!,SHOW,2015,TV-14,22,8.1,6445
tm150928,It Follows,MOVIE,2015,R,101,6.8,233165
ts35793,Forged in Fire,SHOW,2015,TV-PG,42,8.3,3538
ts39007,Van Helsing,SHOW,2016,TV-14,42,6.1,21852
ts35201,Food Wars! Shokugeki no Soma,SHOW,2015,TV-MA,24,8.2,9651
ts36147,Lucifer,SHOW,2016,TV-14,47,8.1,308291
ts36550,DC's Legends of Tomorrow,SHOW,2016,TV-14,42,6.8,101178
tm242705,Raw,MOVIE,2016,R,98,7,72460
tm120108,Kung Fu Panda 3,MOVIE,2016,PG,95,7.1,152791
tm206698,Ouija: Origin of Evil,MOVIE,2016,PG-13,99,5.3,6
ts38199,The Magicians,SHOW,2015,TV-14,44,7.6,49557
tm239727,Nocturnal Animals,MOVIE,2016,R,115,7.5,264884
tm199607,The Gift,MOVIE,2015,R,108,7.1,151679
ts53051,The OA,SHOW,2016,TV-MA,55,7.9,100911
ts47714,Kim's Convenience,SHOW,2016,TV-14,22,8.3,16970
ts21869,Sense8,SHOW,2015,TV-MA,62,8.2,151518
tm204163,War Dogs,MOVIE,2016,R,114,7.1,208185
tm135307,Blackhat,MOVIE,2015,R,133,5.4,58192
ts42170,Crashing,SHOW,2016,TV-MA,30,7.7,18546
ts70529,Norsemen,SHOW,2016,TV-MA,30,7.7,18040
tm138905,The Hateful Eight,MOVIE,2015,R,188,7.8,570138
tm137693,Crimson Peak,MOVIE,2015,R,119,6.5,143899
ts18010,Bloodline,SHOW,2015,TV-MA,57,7.9,50028
ts38718,Slasher,SHOW,2016,TV-MA,46,6.7,14071
tm136465,Tangerine,MOVIE,2015,R,87,7.1,31385
ts42120,Travelers,SHOW,2016,TV-MA,45,8,54566
tm195209,Legend,MOVIE,2015,R,132,6.9,175273
ts36631,Narcos,SHOW,2015,TV-MA,52,8.8,404486
ts42062,Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,TV-Y7,22,7.7,10102
ts41956,Designated Survivor,SHOW,2016,TV-PG,44,7.5,88019
ts52922,Leah Remini: Scientology and the Aftermath,SHOW,2016,TV-14,46,9,5761
ts36015,Into the Badlands,SHOW,2015,TV-14,43,7.9,45628
ts21981,iZombie,SHOW,2015,TV-14,42,7.8,66488
ts38710,Wynonna Earp,SHOW,2016,TV-14,43,7.3,22256
tm120609,"Hail, Caesar!",MOVIE,2016,PG-13,106,6.3,132821
ts35253,Dark Matter,SHOW,2015,TV-14,43,7.5,41867
ts35554,Scream: The TV Series,SHOW,2015,TV-14,43,7.1,40082
ts38090,Versailles,SHOW,2015,TV-MA,54,7.9,16273
tm233377,The Edge of Seventeen,MOVIE,2016,R,104,7.3,120488
ts42014,60 Days In,SHOW,2016,TV-14,46,7.6,2616
tm193769,Steve Jobs,MOVIE,2015,R,122,7.2,166288
ts35563,Supergirl,SHOW,2015,TV-14,42,6.2,121939
ts36129,Crazy Ex-Girlfriend,SHOW,2015,TV-14,42,7.8,19738
tm233425,A Silent Voice: The Movie,MOVIE,2016,PG-13,130,8.1,75132
ts42077,Medici: Masters of Florence,SHOW,2016,TV-14,54,7.9,18575
ts42687,PJ Masks,SHOW,2015,TV-G,15,5.4,1214
ts38734,Marcella,SHOW,2016,TV-MA,45,7.4,30373
tm143984,London Has Fallen,MOVIE,2016,R,99,5.9,155997
tm212927,Mr. Right,MOVIE,2016,R,95,6.3,55118
ts53099,Bordertown,SHOW,2016,TV-MA,59,7.6,10371
ts53664,Fauda,SHOW,2015,TV-MA,40,8.3,25239
tm143085,Chappie,MOVIE,2015,R,120,6.8,247192
tm209987,Christine,MOVIE,2016,R,115,6.9,14977
ts42022,El marginal,SHOW,2016,TV-MA,54,8.2,3799
ts38415,Frontier,SHOW,2016,TV-MA,46,7.1,20706
tm137002,BÄhubali: The Beginning,MOVIE,2015,PG-13,159,8,117333
ts43209,The Cuba Libre Story,SHOW,2015,TV-14,45,7.6,1583
tm239676,Hush,MOVIE,2016,R,82,6.6,123667
ts42169,ERASED,SHOW,2016,TV-14,22,8.5,42699
ts41289,Flowers,SHOW,2016,TV-14,25,8.1,5468
tm138297,The Conjuring 2,MOVIE,2016,R,134,7.3,260693
ts38511,Love,SHOW,2016,TV-MA,32,7.7,41362
tm245271,Gantz:O,MOVIE,2016,NC-17,95,7.1,14501
tm134791,Unfriended,MOVIE,2015,R,82,5.5,73854
ts21986,Good Witch,SHOW,2015,TV-G,43,7.2,10392
ts41149,The Ranch,SHOW,2016,TV-MA,30,7.4,37890
ts52829,Paranoid,SHOW,2016,,44,6.7,8343
tm135106,In a Valley of Violence,MOVIE,2016,R,104,6,18452
ts35775,Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,30,7.4,23674
ts41975,Shooter,SHOW,2016,TV-14,41,7.5,35547
tm196125,"Hello, My Name Is Doris",MOVIE,2015,R,95,6.6,20377
ts41490,Hap and Leonard,SHOW,2016,TV-MA,42,7.6,7577
ts36177,Glitch,SHOW,2015,TV-MA,52,7.3,17240
ts37464,Occupied,SHOW,2015,TV-MA,45,7.7,8839
tm196296,A Monster Calls,MOVIE,2016,PG-13,108,7.5,86614
ts37971,Master of None,SHOW,2015,TV-MA,32,8.3,72341
ts21885,Unbreakable Kimmy Schmidt,SHOW,2015,TV-14,30,7.6,70242
tm233214,Under the Shadow,MOVIE,2016,PG-13,84,6.8,27125
ts38783,Secret City,SHOW,2016,TV-MA,50,7.4,7831
tm219233,Loving,MOVIE,2016,PG-13,123,7,34139
ts36983,Fuller House,SHOW,2016,TV-Y7,27,6.7,27148
ts41963,Easy,SHOW,2016,TV-MA,30,6.9,13569
ts52838,0.03,SHOW,2016,TV-MA,45,7.3,25077
ts38204,Making a Murderer,SHOW,2015,TV-14,62,8.6,93456
tm199700,The Danish Girl,MOVIE,2015,R,119,7.1,180805
tm200126,He Never Died,MOVIE,2015,R,99,6.4,19936
tm132273,Home,MOVIE,2015,PG,95,6.6,100705
ts36046,BUNK'D,SHOW,2015,TV-G,24,5.3,3174
ts36545,Quantico,SHOW,2015,TV-14,43,6.6,60305
tm139532,Before I Wake,MOVIE,2016,PG-13,97,6.2,45243
ts36856,F is for Family,SHOW,2015,TV-MA,28,8,36050
tm219248,The Fundamentals of Caring,MOVIE,2016,R,97,7.3,70542
tm220594,Winter on Fire: Ukraine's Fight for Freedom,MOVIE,2015,,98,8.3,17710
ts35362,Locked Up,SHOW,2015,TV-MA,50,8.2,21388
tm239743,Batman: The Killing Joke,MOVIE,2016,R,72,6.4,55806
tm138614,Cop Car,MOVIE,2015,R,86,6.3,32547
tm205890,Bastille Day,MOVIE,2016,R,92,6.3,42763
tm139841,Sinister 2,MOVIE,2015,R,97,5.3,53733
tm233521,Other People,MOVIE,2016,,97,6.8,11243
ts35354,Zoo,SHOW,2015,TV-14,43,6.6,24479
tm244788,13th,MOVIE,2016,,100,8.2,34914
tm208622,American Ultra,MOVIE,2015,R,96,6.1,89912
ts38758,Ajin,SHOW,2016,TV-MA,24,7.6,6121
tm204035,Spectral,MOVIE,2016,PG-13,109,6.3,58407
ts41913,Frequency,SHOW,2016,TV-14,18,7.5,13625
tm134516,"Crouching Tiger, Hidden Dragon: Sword of Destiny",MOVIE,2016,PG-13,103,6.1,19275
ts42655,Wanted,SHOW,2016,TV-14,45,7.6,5693
ts3844,Aquarius,SHOW,2015,TV-14,43,7.1,12112
ts53287,Roman Empire,SHOW,2016,TV-14,48,7,7539
tm136321,Advantageous,MOVIE,2015,,92,6.2,5378
tm233465,The Bye Bye Man,MOVIE,2016,PG-13,96,4.3,23588
ts42156,Degrassi: Next Class,SHOW,2016,TV-PG,24,6.8,3205
tm136257,Beasts of No Nation,MOVIE,2015,R,137,7.7,80129
ts41906,The Disastrous Life of Saiki K.,SHOW,2016,TV-14,10,8.4,6649
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,TV-MA,24,7.9,1623
tm140843,Self/less,MOVIE,2015,PG-13,116,6.5,98127
tm238722,Collateral Beauty,MOVIE,2016,PG-13,97,6.7,99053
ts35256,Chef's Table,SHOW,2015,TV-MA,50,8.5,15176
ts53249,Trollhunters: Tales of Arcadia,SHOW,2016,TV-Y7,22,8.4,16509
tm239683,Team Foxcatcher,MOVIE,2016,,91,7.3,6496
tm147082,"What Happened, Miss Simone?",MOVIE,2015,,101,7.6,13703
ts42043,March Comes in Like a Lion,SHOW,2016,TV-PG,25,8.4,2586
tm206512,Circle,MOVIE,2015,,87,6,52925
tm200690,The Forest,MOVIE,2016,R,95,4.8,42148
tm155102,Demonic,MOVIE,2015,R,83,5.3,14882
tm205812,The Siege of Jadotville,MOVIE,2016,,108,7.2,38308
ts35577,God Eater,SHOW,2015,TV-14,23,7,1911
tm235405,Hyena Road,MOVIE,2015,R,120,6.5,7665
tm245378,Barry,MOVIE,2016,,104,5.9,7116
ts52830,Gilmore Girls: A Year in the Life,SHOW,2016,TV-14,92,7.6,36359
tm225308,Into the Inferno,MOVIE,2016,,104,7.2,8512
tm230551,Ip Man 3,MOVIE,2015,PG-13,105,7,54128
ts38731,Rebellion,SHOW,2016,TV-14,51,7.1,3658
ts42127,The Windsors,SHOW,2016,TV-MA,27,7.1,2648
tm138672,Frank & Lola,MOVIE,2016,,88,5.9,6029
ts41948,Hip Hop Evolution,SHOW,2016,TV-MA,48,8.4,5772
ts38809,The Get Down,SHOW,2016,TV-MA,62,8.2,22304
tm253083,Blue Jay,MOVIE,2016,,81,7.3,17033
tm316731,Bert Kreischer: The Machine,MOVIE,2016,,70,7.6,1513
tm244403,ARQ,MOVIE,2016,R,88,6.3,38463
ts79799,Dragons: Race to the Edge,SHOW,2015,TV-Y7,22,8.2,6161
tm139194,Ratchet & Clank,MOVIE,2016,PG,94,5.5,10764
tm245671,Dangal,MOVIE,2016,PG,161,8.4,180247
tm233317,Pee-wee's Big Holiday,MOVIE,2016,PG,90,6.1,7985
tm239733,Headshot,MOVIE,2016,,118,6.3,14608
ts38568,Flaked,SHOW,2016,TV-MA,32,7.2,11264
ts37944,A Very Secret Service,SHOW,2015,TV-MA,27,7.7,3461
ts42137,Voltron: Legendary Defender,SHOW,2016,TV-Y7,24,8.1,8706
ts35987,Transformers: Robots In Disguise,SHOW,2015,TV-Y7,21,6,1048
tm123789,The Young Messiah,MOVIE,2016,PG-13,120,5.6,3542
ts53155,Crazyhead,SHOW,2016,,43,7.2,4985
